alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,73350960,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73350960&format=geojson,0.008574,,139.0,",nc73350960,",0.56,md,,nc,7.0,"2km N of The Geysers, CA",0.01,5,",nc,",automatic,1583603308330,"M 0.6 - 2km N of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583607963418,https://earthquake.usgs.gov/earthquakes/eventpage/nc73350960
,3.4,2020067024,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020067024&format=geojson,0.1206,4.0,252.0,",us60008bpq,pr2020067024,",3.54,md,2.617,pr,8.0,"17km S of Guanica, Puerto Rico",0.06,194,",us,pr,",reviewed,1583603075780,"M 3.5 - 17km S of Guanica, Puerto Rico",0,earthquake,",dyfi,geoserve,origin,phase-data,shakemap,",-240,1583689570695,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020067024
,,020333dia2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020333dia2&format=geojson,,,,",ak020333dia2,",1.5,ml,,ak,,"29km S of Manley Hot Springs, Alaska",0.68,35,",ak,",automatic,1583602906172,"M 1.5 - 29km S of Manley Hot Springs, Alaska",0,earthquake,",geoserve,origin,",-540,1583603423629,https://earthquake.usgs.gov/earthquakes/eventpage/ak020333dia2
,,38386706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386706&format=geojson,0.006658,,151.0,",ci38386706,",1.56,ml,,ci,18.0,"11km NE of Coso Junction, CA",0.13,37,",ci,",automatic,1583602729170,"M 1.6 - 11km NE of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583602952517,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386706
,,020333bpxh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020333bpxh&format=geojson,,,,",ak020333bpxh,",1.5,ml,,ak,,"90km S of Faro, Canada",0.84,35,",ak,",reviewed,1583602387143,"M 1.5 - 90km S of Faro, Canada",0,earthquake,",geoserve,origin,phase-data,",-480,1583603885609,https://earthquake.usgs.gov/earthquakes/eventpage/ak020333bpxh
,,38386698,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386698&format=geojson,0.05699,,61.0,",ci38386698,",0.84,ml,,ci,26.0,"6km S of Redlands, CA",0.25,11,",ci,",automatic,1583602061360,"M 0.8 - 6km S of Redlands, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583602283458,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386698
,,71416297,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71416297&format=geojson,0.04419,,103.0,",hv71416297,",1.07,md,,hv,16.0,"21km WNW of Volcano, Hawaii",0.1,18,",hv,",reviewed,1583601793670,"M 1.1 - 21km WNW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1583717547370,https://earthquake.usgs.gov/earthquakes/eventpage/hv71416297
,,38386682,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386682&format=geojson,0.03026,,114.0,",ci38386682,",1.84,ml,,ci,25.0,"20km NNE of Ridgecrest, CA",0.17,52,",ci,",automatic,1583601311010,"M 1.8 - 20km NNE of Ridgecrest, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583601545379,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386682
,,73350950,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73350950&format=geojson,0.005781,,50.0,",nc73350950,",0.92,md,,nc,19.0,"5km NW of The Geysers, CA",0.02,13,",nc,",automatic,1583600864770,"M 0.9 - 5km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583605023111,https://earthquake.usgs.gov/earthquakes/eventpage/nc73350950
,,2020067023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020067023&format=geojson,0.1105,,241.0,",pr2020067023,",2.46,md,,pr,8.0,"11km S of Indios, Puerto Rico",0.13,93,",pr,",reviewed,1583600793820,"M 2.5 - 11km S of Indios, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1583607151980,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020067023
,,0203335yz1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0203335yz1&format=geojson,,,,",ak0203335yz1,us60008bpi,",3.0,ml,,ak,,"132km WSW of Larsen Bay, Alaska",0.59,138,",ak,us,",automatic,1583600790393,"M 3.0 - 132km WSW of Larsen Bay, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583604044040,https://earthquake.usgs.gov/earthquakes/eventpage/ak0203335yz1
,,020332v0yf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020332v0yf&format=geojson,,,,",ak020332v0yf,",1.7,ml,,ak,,"88km ESE of Old Iliamna, Alaska",0.42,44,",ak,",automatic,1583600123370,"M 1.7 - 88km ESE of Old Iliamna, Alaska",0,earthquake,",geoserve,origin,",-540,1583600692211,https://earthquake.usgs.gov/earthquakes/eventpage/ak020332v0yf
,,2020067022,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020067022&format=geojson,0.0998,,244.0,",pr2020067022,us60008bp4,",2.93,md,,pr,8.0,"13km S of Guanica, Puerto Rico",0.07,132,",pr,us,",reviewed,1583599977120,"M 2.9 - 13km S of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1583609346040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020067022
,,60008bzr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60008bzr&format=geojson,0.183,,94.0,",us60008bzr,",1.7,ml,,us,,"12km NNW of Trinidad, Colorado",0.59,44,",us,",reviewed,1583599502819,"M 1.7 - 12km NNW of Trinidad, Colorado",0,earthquake,",geoserve,origin,phase-data,",-420,1583658918040,https://earthquake.usgs.gov/earthquakes/eventpage/us60008bzr
,,38386650,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386650&format=geojson,0.02943,,129.0,",ci38386650,",0.77,ml,,ci,13.0,"21km WNW of Searles Valley, CA",0.18,9,",ci,",automatic,1583598299100,"M 0.8 - 21km WNW of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583598521219,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386650
,,60008bzs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60008bzs&format=geojson,0.183,,147.0,",us60008bzs,",1.7,ml,,us,,"12km NW of Trinidad, Colorado",0.48,44,",us,",reviewed,1583598289725,"M 1.7 - 12km NW of Trinidad, Colorado",0,earthquake,",geoserve,origin,phase-data,",-420,1583659879040,https://earthquake.usgs.gov/earthquakes/eventpage/us60008bzs
,,020332odie,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020332odie&format=geojson,,,,",ak020332odie,",2.0,ml,,ak,,"134km NW of Talkeetna, Alaska",0.7,62,",ak,",automatic,1583598260311,"M 2.0 - 134km NW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,",-540,1583599344540,https://earthquake.usgs.gov/earthquakes/eventpage/ak020332odie
,3.4,2020067021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020067021&format=geojson,0.22,1.0,250.0,",pr2020067021,us60008bnr,",2.75,md,,pr,8.0,"29km S of Guanica, Puerto Rico",0.42,117,",pr,us,",reviewed,1583597955940,"M 2.8 - 29km S of Guanica, Puerto Rico",0,earthquake,",dyfi,geoserve,origin,phase-data,",-240,1583604380040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020067021
,,71416242,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71416242&format=geojson,0.0315,,127.0,",hv71416242,",1.9,md,,hv,37.0,"2km SSE of Pahala, Hawaii",0.13,56,",hv,",automatic,1583597800740,"M 1.9 - 2km SSE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1583597984490,https://earthquake.usgs.gov/earthquakes/eventpage/hv71416242
,2.7,020332mj0u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020332mj0u&format=geojson,,11.0,,",ak020332mj0u,us60008bnq,",3.6,ml,,ak,,"50km WNW of Anchor Point, Alaska",0.66,202,",ak,us,",reviewed,1583597759054,"M 3.6 - 50km WNW of Anchor Point, Alaska",0,earthquake,",dyfi,geoserve,origin,phase-data,",-540,1583725096211,https://earthquake.usgs.gov/earthquakes/eventpage/ak020332mj0u
,,020332m6uk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020332m6uk&format=geojson,,,,",ak020332m6uk,",1.7,ml,,ak,,"107km SW of Anchor Point, Alaska",0.47,44,",ak,",automatic,1583597639441,"M 1.7 - 107km SW of Anchor Point, Alaska",0,earthquake,",geoserve,origin,",-540,1583599343520,https://earthquake.usgs.gov/earthquakes/eventpage/ak020332m6uk
,,73350935,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73350935&format=geojson,0.01596,,124.0,",nc73350935,",0.81,md,,nc,7.0,"9km E of Mammoth Lakes, CA",0.01,10,",nc,",automatic,1583597221340,"M 0.8 - 9km E of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583603222915,https://earthquake.usgs.gov/earthquakes/eventpage/nc73350935
,,71416237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71416237&format=geojson,0.03482,,132.0,",hv71416237,",1.72,md,,hv,45.0,"15km SE of Volcano, Hawaii",0.27,46,",hv,",automatic,1583597204600,"M 1.7 - 15km SE of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1583597389390,https://earthquake.usgs.gov/earthquakes/eventpage/hv71416237
,,020332842v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020332842v&format=geojson,,,,",ak020332842v,",2.1,ml,,ak,,"62km SW of Anchor Point, Alaska",0.67,68,",ak,",automatic,1583596114536,"M 2.1 - 62km SW of Anchor Point, Alaska",0,earthquake,",geoserve,origin,",-600,1583596855969,https://earthquake.usgs.gov/earthquakes/eventpage/ak020332842v
,,60008bnl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60008bnl&format=geojson,1.235,,144.0,",us60008bnl,",4.8,mb,,us,,"138km NNE of Chichi-shima, Japan",1.03,354,",us,",reviewed,1583596075248,"M 4.8 - 138km NNE of Chichi-shima, Japan",0,earthquake,",geoserve,origin,phase-data,",540,1583597782040,https://earthquake.usgs.gov/earthquakes/eventpage/us60008bnl
,,71416227,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71416227&format=geojson,0.04825,,173.0,",hv71416227,",2.02,md,,hv,41.0,"8km ESE of Pahala, Hawaii",0.15,63,",hv,",automatic,1583595651670,"M 2.0 - 8km ESE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1583595843300,https://earthquake.usgs.gov/earthquakes/eventpage/hv71416227
,,38386618,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386618&format=geojson,0.02852,,264.0,",ci38386618,",0.54,ml,,ci,11.0,"10km SSE of Anza, CA",0.28,4,",ci,",automatic,1583595428560,"M 0.5 - 10km SSE of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583595641435,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386618
,,60008bp7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60008bp7&format=geojson,2.339,,251.0,",ak0203324vjj,us60008bp7,",2.9,ml,,us,,"252km SE of Kodiak, Alaska",0.85,129,",ak,us,",reviewed,1583595138232,"M 2.9 - 252km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583609561040,https://earthquake.usgs.gov/earthquakes/eventpage/us60008bp7
,,73350925,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73350925&format=geojson,0.0282,,162.0,",nc73350925,",0.88,md,,nc,7.0,"11km ENE of Mammoth Lakes, CA",0.03,12,",nc,",automatic,1583594132250,"M 0.9 - 11km ENE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583601482731,https://earthquake.usgs.gov/earthquakes/eventpage/nc73350925
,,020uujosrw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020uujosrw&format=geojson,,,,",ak020uujosrw,",1.7,ml,,ak,,"99km W of Willow, Alaska",0.57,44,",ak,",automatic,1583593524805,"M 1.7 - 99km W of Willow, Alaska",0,earthquake,",geoserve,origin,",-540,1583593825367,https://earthquake.usgs.gov/earthquakes/eventpage/ak020uujosrw
,,020331ouqr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020331ouqr&format=geojson,,,,",ak020331ouqr,",1.6,ml,,ak,,"72km NE of Whittier, Alaska",0.71,39,",ak,",automatic,1583593125702,"M 1.6 - 72km NE of Whittier, Alaska",0,earthquake,",geoserve,origin,",-540,1583593383036,https://earthquake.usgs.gov/earthquakes/eventpage/ak020331ouqr
,,60008bn6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60008bn6&format=geojson,1.499,,135.0,",us60008bn6,",4.7,mb,,us,,"106km W of San Antonio de los Cobres, Argentina",0.71,340,",us,",reviewed,1583592954219,"M 4.7 - 106km W of San Antonio de los Cobres, Argentina",0,earthquake,",geoserve,origin,phase-data,",-180,1583604202040,https://earthquake.usgs.gov/earthquakes/eventpage/us60008bn6
,,38386586,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386586&format=geojson,0.2577,,103.0,",ci38386586,",1.73,ml,,ci,22.0,"18km SW of Olancha, CA",0.13,46,",ci,",automatic,1583592430860,"M 1.7 - 18km SW of Olancha, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583593076960,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386586
,,020331kayk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020331kayk&format=geojson,,,,",ak020331kayk,",1.7,ml,,ak,,"49km N of Valdez, Alaska",0.81,44,",ak,",automatic,1583591844642,"M 1.7 - 49km N of Valdez, Alaska",0,earthquake,",geoserve,origin,",-540,1583592108562,https://earthquake.usgs.gov/earthquakes/eventpage/ak020331kayk
,,38386570,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386570&format=geojson,0.04351,,24.0,",ci38386570,",1.42,ml,,ci,58.0,"6km SW of Anza, CA",0.2,31,",ci,",automatic,1583591825880,"M 1.4 - 6km SW of Anza, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583592467470,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386570
,,38386546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386546&format=geojson,0.1759,,120.0,",ci38386546,",1.3,ml,,ci,13.0,"6km NW of Aguanga, CA",0.19,26,",ci,",automatic,1583591121550,"M 1.3 - 6km NW of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583591342520,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386546
,,38386538,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386538&format=geojson,0.05125,,80.0,",ci38386538,",1.18,ml,,ci,16.0,"21km E of Little Lake, CA",0.18,21,",ci,",automatic,1583591087810,"M 1.2 - 21km E of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583591297331,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386538
,,020331gfro,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020331gfro&format=geojson,,,,",ak020331gfro,",1.7,ml,,ak,,"58km WSW of Talkeetna, Alaska",0.45,44,",ak,",automatic,1583590760823,"M 1.7 - 58km WSW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,",-540,1583591545915,https://earthquake.usgs.gov/earthquakes/eventpage/ak020331gfro
,,00718523,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00718523&format=geojson,0.17,,148.27,",nn00718523,",0.5,ml,,nn,12.0,"72km NNE of Pahrump, Nevada",0.18,4,",nn,",automatic,1583590494600,"M 0.5 - 72km NNE of Pahrump, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1583601481058,https://earthquake.usgs.gov/earthquakes/eventpage/nn00718523
,,2020067020,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020067020&format=geojson,0.1012,,213.0,",pr2020067020,",1.88,md,,pr,5.0,"3km ESE of La Parguera, Puerto Rico",0.13,54,",pr,",reviewed,1583590129930,"M 1.9 - 3km ESE of La Parguera, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1583594166840,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020067020
,,38386474,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386474&format=geojson,0.04153,,96.0,",ci38386474,",0.84,ml,,ci,9.0,"19km E of Little Lake, CA",0.1,11,",ci,",automatic,1583589349230,"M 0.8 - 19km E of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583589575831,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386474
,,020330xri7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020330xri7&format=geojson,,,,",ak020330xri7,",1.5,ml,,ak,,"42km NNW of Nikiski, Alaska",0.5,35,",ak,",automatic,1583587929000,"M 1.5 - 42km NNW of Nikiski, Alaska",0,earthquake,",geoserve,origin,",-540,1583588183022,https://earthquake.usgs.gov/earthquakes/eventpage/ak020330xri7
,,38386458,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386458&format=geojson,0.06992,,109.0,",ci38386458,",0.47,ml,,ci,15.0,"17km SE of Anza, CA",0.2,3,",ci,",automatic,1583587669000,"M 0.5 - 17km SE of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583587891990,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386458
,,73350895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73350895&format=geojson,0.01102,,54.0,",nc73350895,",0.78,md,,nc,21.0,"8km NW of The Geysers, CA",0.01,9,",nc,",automatic,1583587491130,"M 0.8 - 8km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583595782144,https://earthquake.usgs.gov/earthquakes/eventpage/nc73350895
,,38386450,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386450&format=geojson,0.01642,,210.0,",ci38386450,",0.89,ml,,ci,8.0,"10km NE of Coso Junction, CA",0.09,12,",ci,",automatic,1583587467110,"M 0.9 - 10km NE of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583587675961,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386450
,,020330w1zz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020330w1zz&format=geojson,,,,",ak020330w1zz,",2.2,ml,,ak,,"39km NNW of Valdez, Alaska",0.84,74,",ak,",automatic,1583587451391,"M 2.2 - 39km NNW of Valdez, Alaska",0,earthquake,",geoserve,origin,",-540,1583587981480,https://earthquake.usgs.gov/earthquakes/eventpage/ak020330w1zz
,,020330vq44,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020330vq44&format=geojson,,,,",ak020330vq44,",1.8,ml,,ak,,"17km SSW of Big Lake, Alaska",0.59,50,",ak,",automatic,1583587376942,"M 1.8 - 17km SSW of Big Lake, Alaska",0,earthquake,",geoserve,origin,",-540,1583587789931,https://earthquake.usgs.gov/earthquakes/eventpage/ak020330vq44
,,38386442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386442&format=geojson,0.00298,,77.0,",ci38386442,",1.94,ml,,ci,23.0,"11km NE of Coso Junction, CA",0.16,58,",ci,",automatic,1583587344460,"M 1.9 - 11km NE of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583587584951,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386442
,,38386426,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386426&format=geojson,0.007788,,174.0,",ci38386426,",1.32,ml,,ci,14.0,"11km NE of Coso Junction, CA",0.13,27,",ci,",automatic,1583586827210,"M 1.3 - 11km NE of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583587041899,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386426
,3.8,38386410,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38386410&format=geojson,0.01053,3.0,55.0,",ci38386410,us60008bmd,",3.66,mw,4.21,ci,54.0,"10km NE of Coso Junction, CA",0.18,207,",ci,us,",reviewed,1583585476910,"M 3.7 - 10km NE of Coso Junction, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,shakemap,",-480,1583672002020,https://earthquake.usgs.gov/earthquakes/eventpage/ci38386410
,,60008bmi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60008bmi&format=geojson,15.129,,223.0,",us60008bmi,",5.1,mb,,us,,West Chile Rise,0.79,400,",us,",reviewed,1583584988119,M 5.1 - West Chile Rise,0,earthquake,",geoserve,origin,phase-data,",-360,1583586463040,https://earthquake.usgs.gov/earthquakes/eventpage/us60008bmi
,,73350880,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73350880&format=geojson,0.01011,,178.0,",nc73350880,",0.56,md,,nc,10.0,"4km W of Cobb, CA",0.01,5,",nc,",automatic,1583584658530,"M 0.6 - 4km W of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1583592842848,https://earthquake.usgs.gov/earthquakes/eventpage/nc73350880
,,020330d849,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020330d849&format=geojson,,,,",ak020330d849,us60008bm9,",2.8,ml,,ak,,"33km WSW of Anchor Point, Alaska",0.69,121,",ak,us,",automatic,1583584586197,"M 2.8 - 33km WSW of Anchor Point, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583591778040,https://earthquake.usgs.gov/earthquakes/eventpage/ak020330d849
